SSC_AUS,GEO2,Request,2020-01-01T00:16:37.000
SSC_SWE,GEO1,Request,2020-01-01T00:16:37.000
NASA_NM,GEO3,Request,2020-01-01T00:16:37.000
SSC_CHI,GEO3,Request,2020-01-01T00:16:37.000
NASA_WAL,GEO3,Request,2020-01-01T00:16:37.000
NASA_PON,GEO3,Request,2020-01-01T00:16:37.000
NASA_KEN,GEO3,Request,2020-01-01T00:16:37.000
SSC_HI,GEO2,Request,2020-01-01T00:16:37.000
SANSA_SA,GEO1,Request,2020-01-01T00:16:37.000
KSAT_MAL,GEO2,Request,2020-01-01T00:16:37.000
SAT2,SSC_AUS,Measurement,2020-01-01T00:33:21.000
SSC_AUS,GEO2,Request,2020-01-01T01:49:21.000
SSC_SWE,GEO1,Request,2020-01-01T01:49:21.000
NASA_NM,GEO3,Request,2020-01-01T01:49:21.000
SSC_CHI,GEO3,Request,2020-01-01T01:49:21.000
NASA_WAL,GEO3,Request,2020-01-01T01:49:21.000
NASA_PON,GEO3,Request,2020-01-01T01:49:21.000
NASA_KEN,GEO3,Request,2020-01-01T01:49:21.000
SSC_HI,GEO2,Request,2020-01-01T01:49:21.000
SANSA_SA,GEO1,Request,2020-01-01T01:49:21.000
KSAT_MAL,GEO2,Request,2020-01-01T01:49:21.000
SAT1,SSC_AUS,Measurement,2020-01-01T02:02:43.000
SAT2,SSC_AUS,Measurement,2020-01-01T02:15:51.000
SSC_AUS,GEO2,Request,2020-01-01T03:23:03.000
SSC_SWE,GEO1,Request,2020-01-01T03:23:03.000
NASA_NM,GEO3,Request,2020-01-01T03:23:03.000
SSC_CHI,GEO3,Request,2020-01-01T03:23:03.000
NASA_WAL,GEO3,Request,2020-01-01T03:23:03.000
NASA_PON,GEO3,Request,2020-01-01T03:23:03.000
NASA_KEN,GEO3,Request,2020-01-01T03:23:03.000
SSC_HI,GEO2,Request,2020-01-01T03:23:03.000
SANSA_SA,GEO1,Request,2020-01-01T03:23:03.000
KSAT_MAL,GEO2,Request,2020-01-01T03:23:03.000
SAT1,NASA_NM,Measurement,2020-01-01T04:21:52.000
SAT2,SSC_HI,Measurement,2020-01-01T04:22:16.000
SSC_AUS,GEO2,Request,2020-01-01T04:49:29.000
SSC_SWE,GEO1,Request,2020-01-01T04:49:29.000
NASA_NM,GEO3,Request,2020-01-01T04:49:29.000
SSC_CHI,GEO3,Request,2020-01-01T04:49:29.000
NASA_WAL,GEO3,Request,2020-01-01T04:49:29.000
NASA_PON,GEO3,Request,2020-01-01T04:49:29.000
NASA_KEN,GEO3,Request,2020-01-01T04:49:29.000
SSC_HI,GEO2,Request,2020-01-01T04:49:29.000
SANSA_SA,GEO1,Request,2020-01-01T04:49:29.000
KSAT_MAL,GEO2,Request,2020-01-01T04:49:29.000
SSC_AUS,GEO2,Request,2020-01-01T04:57:31.000
SSC_SWE,GEO1,Request,2020-01-01T04:57:31.000
NASA_NM,GEO3,Request,2020-01-01T04:57:31.000
SSC_CHI,GEO3,Request,2020-01-01T04:57:31.000
NASA_WAL,GEO3,Request,2020-01-01T04:57:31.000
NASA_PON,GEO3,Request,2020-01-01T04:57:31.000
NASA_KEN,GEO3,Request,2020-01-01T04:57:31.000
SSC_HI,GEO2,Request,2020-01-01T04:57:31.000
SANSA_SA,GEO1,Request,2020-01-01T04:57:31.000
KSAT_MAL,GEO2,Request,2020-01-01T04:57:31.000
SAT1,SSC_HI,Measurement,2020-01-01T05:49:06.000
SSC_AUS,GEO2,Request,2020-01-01T05:57:25.000
NASA_NM,GEO3,Request,2020-01-01T05:57:25.000
SSC_CHI,GEO3,Request,2020-01-01T05:57:25.000
NASA_WAL,GEO3,Request,2020-01-01T05:57:25.000
NASA_PON,GEO3,Request,2020-01-01T05:57:25.000
NASA_KEN,GEO3,Request,2020-01-01T05:57:25.000
SSC_HI,GEO2,Request,2020-01-01T05:57:25.000
SANSA_SA,GEO1,Request,2020-01-01T05:57:25.000
KSAT_MAL,GEO2,Request,2020-01-01T05:57:25.000
SAT1,SANSA_SA,Measurement,2020-01-01T06:41:17.000
SSC_AUS,GEO2,Request,2020-01-01T07:33:08.000
NASA_NM,GEO3,Request,2020-01-01T07:33:08.000
SSC_CHI,GEO3,Request,2020-01-01T07:33:08.000
NASA_WAL,GEO3,Request,2020-01-01T07:33:08.000
NASA_PON,GEO3,Request,2020-01-01T07:33:08.000
NASA_KEN,GEO3,Request,2020-01-01T07:33:08.000
SSC_HI,GEO2,Request,2020-01-01T07:33:08.000
SANSA_SA,GEO1,Request,2020-01-01T07:33:08.000
KSAT_MAL,GEO2,Request,2020-01-01T07:33:08.000
SSC_AUS,GEO2,Request,2020-01-01T07:46:48.000
NASA_NM,GEO3,Request,2020-01-01T07:46:48.000
SSC_CHI,GEO3,Request,2020-01-01T07:46:48.000
NASA_WAL,GEO3,Request,2020-01-01T07:46:48.000
NASA_PON,GEO3,Request,2020-01-01T07:46:48.000
NASA_KEN,GEO3,Request,2020-01-01T07:46:48.000
SSC_HI,GEO2,Request,2020-01-01T07:46:48.000
SANSA_SA,GEO1,Request,2020-01-01T07:46:48.000
KSAT_MAL,GEO2,Request,2020-01-01T07:46:48.000
SSC_AUS,GEO2,Request,2020-01-01T07:53:33.000
NASA_NM,GEO3,Request,2020-01-01T07:53:33.000
SSC_CHI,GEO3,Request,2020-01-01T07:53:33.000
NASA_WAL,GEO3,Request,2020-01-01T07:53:33.000
NASA_PON,GEO3,Request,2020-01-01T07:53:33.000
NASA_KEN,GEO3,Request,2020-01-01T07:53:33.000
SSC_HI,GEO2,Request,2020-01-01T07:53:33.000
SANSA_SA,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO2,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
KSAT_MAL,GEO1,Request,2020-01-01T07:53:33.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
NASA_AK,GEO2,Request,2020-01-01T08:39:45.000
SAT1,SSC_AUS,Measurement,2020-01-01T08:42:05.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:42:18.000
SSC_AK,GEO2,Request,2020-01-01T08:51:44.000
SSC_AUS,GEO2,Request,2020-01-01T08:51:44.000
NASA_AK,GEO2,Request,2020-01-01T08:51:44.000
NASA_NM,GEO3,Request,2020-01-01T08:51:44.000
SSC_CHI,GEO3,Request,2020-01-01T08:51:44.000
NASA_WAL,GEO3,Request,2020-01-01T08:51:44.000
NASA_PON,GEO3,Request,2020-01-01T08:51:44.000
NASA_KEN,GEO3,Request,2020-01-01T08:51:44.000
SSC_HI,GEO2,Request,2020-01-01T08:51:44.000
SANSA_SA,GEO1,Request,2020-01-01T08:51:44.000
KSAT_MAL,GEO1,Request,2020-01-01T08:51:44.000
SAT3,KSAT_MAL,Measurement,2020-01-01T09:10:35.000
SAT1,KSAT_MAL,Measurement,2020-01-01T10:22:59.000
SSC_AK,GEO2,Request,2020-01-01T11:31:30.000
NASA_AK,GEO2,Request,2020-01-01T11:31:30.000
NASA_NM,GEO3,Request,2020-01-01T11:31:30.000
SSC_CHI,GEO3,Request,2020-01-01T11:31:30.000
NASA_WAL,GEO3,Request,2020-01-01T11:31:30.000
NASA_PON,GEO3,Request,2020-01-01T11:31:30.000
NASA_KEN,GEO3,Request,2020-01-01T11:31:30.000
SSC_HI,GEO2,Request,2020-01-01T11:31:30.000
SANSA_SA,GEO1,Request,2020-01-01T11:31:30.000
KSAT_MAL,GEO1,Request,2020-01-01T11:31:30.000
SSC_AK,GEO2,Request,2020-01-01T12:12:01.000
NASA_AK,GEO2,Request,2020-01-01T12:12:01.000
NASA_NM,GEO3,Request,2020-01-01T12:12:01.000
SSC_CHI,GEO3,Request,2020-01-01T12:12:01.000
NASA_WAL,GEO3,Request,2020-01-01T12:12:01.000
NASA_PON,GEO3,Request,2020-01-01T12:12:01.000
NASA_KEN,GEO3,Request,2020-01-01T12:12:01.000
SSC_HI,GEO2,Request,2020-01-01T12:12:01.000
SANSA_SA,GEO1,Request,2020-01-01T12:12:01.000
KSAT_MAL,GEO1,Request,2020-01-01T12:12:01.000
SSC_AK,GEO2,Request,2020-01-01T12:43:51.000
NASA_AK,GEO2,Request,2020-01-01T12:43:51.000
NASA_NM,GEO3,Request,2020-01-01T12:43:51.000
SSC_CHI,GEO3,Request,2020-01-01T12:43:51.000
NASA_WAL,GEO3,Request,2020-01-01T12:43:51.000
NASA_PON,GEO3,Request,2020-01-01T12:43:51.000
NASA_KEN,GEO3,Request,2020-01-01T12:43:51.000
SSC_HI,GEO2,Request,2020-01-01T12:43:51.000
SANSA_SA,GEO1,Request,2020-01-01T12:43:51.000
KSAT_MAL,GEO1,Request,2020-01-01T12:43:51.000
SSC_AK,GEO2,Request,2020-01-01T12:54:59.000
NASA_AK,GEO2,Request,2020-01-01T12:54:59.000
NASA_NM,GEO3,Request,2020-01-01T12:54:59.000
SSC_CHI,GEO3,Request,2020-01-01T12:54:59.000
